0.19374686,0.28441814,1.4622778,-0.20935501,0.07740629,1.4953912
0.1935041,0.28549767,1.4589419,-0.20124075,0.07768524,1.503038
0.19281727,0.28881958,1.4450619,-0.16266493,0.08047032,1.5372277
0.19096594,0.2955382,1.4146055,-0.07365042,0.09056926,1.6166744
0.19231395,0.29958788,1.3873751,0.02086711,0.10784161,1.7007891
0.20556647,0.29882526,1.3529286,0.18165779,0.15306234,1.8405875
0.21617997,0.2968055,1.3358788,0.2675084,0.18451917,1.9137166
0.23829079,0.292961,1.3098543,0.41190225,0.25185478,2.038845
0.26191503,0.2881506,1.2923489,0.52796286,0.3339616,2.1385384
0.28218573,0.2875643,1.2747222,0.60151005,0.38096118,2.2049272
0.29872876,0.28736708,1.2609649,0.6446078,0.42825377,2.2375715
0.30878916,0.2859744,1.249898,0.6532434,0.4632597,2.2376919
0.32048252,0.28956798,1.2355833,0.659883,0.48260498,2.2415147
0.3307292,0.29158473,1.2223618,0.6542946,0.5120731,2.2332637
0.3350629,0.2907105,1.2195842,0.6486782,0.53017193,2.2245893
0.34342718,0.2927205,1.2081585,0.63890684,0.56063515,2.2140765
0.35102934,0.29467356,1.200303,0.620859,0.5953179,2.198399
0.3575617,0.295335,1.1966947,0.58754945,0.6401463,2.1712747
0.36242044,0.29658416,1.1934828,0.56320804,0.675732,2.1535254
0.363074,0.29750225,1.1937373,0.54435337,0.69584626,2.139487
0.36489704,0.29811546,1.1925516,0.5202793,0.7291918,2.1218836
0.36516044,0.2982599,1.19274,0.5054627,0.7495602,2.1110165
0.36563522,0.2985197,1.1918213,0.4922766,0.7672764,2.1022172
0.36600697,0.29809147,1.1908817,0.4883598,0.7728976,2.0993743
0.36482626,0.2978913,1.1899116,0.43608052,0.845165,2.0637996
0.36476627,0.29769823,1.1890118,0.40475726,0.8860052,2.0452728
0.3643828,0.29810888,1.192089,0.3795613,0.9171581,2.030912
0.36448377,0.29769835,1.1941636,0.36475354,0.93879294,2.022484
0.36479443,0.29762843,1.196282,0.34566104,0.9680863,2.0134096
0.36494118,0.29750106,1.1974808,0.33517468,0.98184526,2.0089898
0.3648106,0.297553,1.1993644,0.3182981,1.0097319,2.0018127
0.3652754,0.2966971,1.2025353,0.29159653,1.0596182,1.991344
0.3641044,0.2961895,1.2041662,0.27406877,1.0960569,1.9838032
0.36391628,0.29580286,1.2080684,0.2553007,1.129996,1.977716
0.36249667,0.29598373,1.2139052,0.22863829,1.1810334,1.9684128
0.36071247,0.29529974,1.2161661,0.21515876,1.2061578,1.9624516
0.36314583,0.29471308,1.2265825,0.1869821,1.2508043,1.961914
0.35677913,0.29297426,1.2321333,0.16761523,1.289148,1.948287
0.35384315,0.29204503,1.2378788,0.15097672,1.3206402,1.9419053
0.35891825,0.29436955,1.2423595,0.14136672,1.3344635,1.9483194
0.35061327,0.2912895,1.2481576,0.12502968,1.3622438,1.9348409
0.3496819,0.29164135,1.250747,0.115614414,1.3792243,1.9328408
0.34816504,0.29119393,1.2527285,0.11109251,1.3861299,1.9303129
0.3482349,0.2926165,1.2640939,0.07921538,1.4401115,1.9279109
0.3447525,0.2917882,1.2711155,0.06673303,1.4531072,1.923376
0.34311128,0.29160425,1.2768033,0.0500848,1.4916886,1.9193554
0.3403623,0.29135078,1.2887405,0.027977139,1.5218954,1.9144228
0.3392024,0.29186374,1.2975016,0.011628985,1.5390009,1.9114592
0.33743393,0.2911146,1.306622,-0.0041348636,1.5565115,1.9084516
0.33633137,0.29092422,1.3178885,-0.020903438,1.5641853,1.9071008
0.33666062,0.29089823,1.3236371,-0.027871788,1.5666306,1.9069504
0.33575767,0.29052463,1.331223,-0.038009048,1.569539,1.906527
0.3350785,0.28953144,1.3451343,-0.05536166,1.5718353,1.9054708
0.3357438,0.28998214,1.3508673,-0.062043637,1.5725727,1.9058021
0.3350962,0.28927854,1.3564793,-0.069316626,1.5727189,1.9050343
0.33583695,0.28973523,1.3669453,-0.08151382,1.5735592,1.9045897
0.33543754,0.28897887,1.3660502,-0.07918951,1.573075,1.9047009
0.33606368,0.28893828,1.3736585,-0.08752322,1.5731596,1.9049364
0.33582842,0.28812674,1.3813776,-0.09524596,1.5735475,1.9044144
0.33621734,0.2885326,1.3823042,-0.09727669,1.5731798,1.9043418
0.336654,0.28820023,1.3924015,-0.10709602,1.573591,1.9043663
0.33665827,0.28842387,1.398473,-0.115433484,1.5730671,1.9037778
0.3373297,0.28852785,1.40367,-0.12063962,1.5730721,1.9040829
0.33734405,0.28727567,1.4163218,-0.13216752,1.5730295,1.9039755
0.3375554,0.28785187,1.4182237,-0.13516071,1.572606,1.9034806
0.33790445,0.2869465,1.4270377,-0.14288595,1.5726342,1.9038497
0.33852348,0.28812614,1.4316486,-0.14929515,1.571726,1.9042325
0.33875623,0.2876242,1.4363155,-0.1530976,1.5723591,1.904075
0.33910462,0.28729367,1.4432685,-0.16005905,1.5716509,1.9046263
0.33839083,0.28638473,1.4505211,-0.16656773,1.5721791,1.9032028
0.339095,0.28634813,1.4538192,-0.17018063,1.5715842,1.9042847
0.33858418,0.2852015,1.4598666,-0.17528987,1.5718778,1.9034864
0.33930945,0.28579253,1.4685023,-0.1846118,1.5711013,1.9046212
0.33934715,0.28579566,1.4718617,-0.18785225,1.5706354,1.9049618
0.33922264,0.28555316,1.4753704,-0.19071232,1.5711505,1.9042741
0.3393672,0.28540307,1.4787085,-0.1942056,1.5705487,1.9049939
0.33950996,0.28532743,1.486485,-0.20152918,1.5702347,1.9051279
0.33936936,0.2854262,1.4902391,-0.20512457,1.5702465,1.9048814
0.3388828,0.28476286,1.4959501,-0.21040414,1.5698515,1.904732
0.33926475,0.28510538,1.4990104,-0.21356076,1.5698131,1.9051653
0.33901775,0.2854519,1.5070155,-0.22187172,1.5692188,1.9055727
0.3386267,0.28588927,1.5128487,-0.22784472,1.5688243,1.9059772
0.33916175,0.2859834,1.5154643,-0.23072982,1.5690476,1.9059384
0.33873838,0.28601205,1.519218,-0.23425393,1.5687457,1.9057401
0.33810398,0.28633493,1.522515,-0.23760259,1.5687711,1.9052601
0.33832556,0.2878672,1.5312676,-0.24750148,1.5684867,1.9064507
0.33775038,0.28847095,1.5353944,-0.25151408,1.5683903,1.9062574
0.3374496,0.28910187,1.5407043,-0.25694925,1.568333,1.9062781
0.33666158,0.2893934,1.5454104,-0.26135713,1.5682343,1.905884
0.33731925,0.29052177,1.5477978,-0.26483327,1.5683019,1.9065775
